rating,review_text,steming_data
1,"Ini bener aplikasinya kan, kok ga bisa buat daftar ya? Belum punya akun soalnya. Rusak apa gimana tolong email saya.",aplikasi daftar ya akun rusak tolong email
1,"Sudah coba beberapa kali download tapi tidak bisa terdownload. Kenapa yah bintang 1 dlu,klo sudah bisa nanti ratingny naik",coba kali download terdownload ya bintang dluklo ratingny
1,Aplikasi susah untuk login. Sudah daftar padahal. Lupa kata sandi disuruh masukkan email dan no ktp juga tidak bisa. Mau daftar ulang pakai email lain tidak bisa karna no NIK sudah terdaftar. Susah sekali,aplikasi susah login daftar lupa sandi suruh masuk email no ktp daftar ulang pakai email no nik daftar susah
1,"aplikasi cacat ga berguna, bikin ribet orang... tolol",aplikasi cacat guna bikin ribet orang tolol
1,Apliksi,apliksi
1,Aplikasi sering eror terus tolong di perbaiki bukanya mempermudah malah tambah sulit ..,aplikasi eror tolong baik buka mudah sulit
1,Bagaimana ini. Tidak bisa di unduh sertifikatnya kk,unduh sertifikat kakak
1,Sering muncul server tidak aktif. Menghambat pekerjaan saja🙃,muncul server aktif hambat kerja
1,aplikasinya eror server eror,aplikasi eror server eror
1,"Dari kemarin download aplikasi ini,pas log in gabisa bisa,gajelas nih aplikasi.",kemarin download aplikasi inipas log bisagajelas nih aplikasi
1,Gak bisa registrasi. Mending gak usah pake apk kek gini. Gk ada perbaikan sama sekali. Mengecewakan,registrasi mending pakai apk kayak baik kecewa
1,sudah daftar tapi ga bisa login daftar ulang pakai email lain ga bisa katanya Nik nya sudah terdaftar terus gimna solusinya min,daftar login daftar ulang pakai email nik ya daftar solusi min
2,"Kenapa login gagal terus,,?",login gagal
1,"Kita sudah mau memasuki tahun 2025, indonesia masih pake Aplikasi kuno. 1. tanggal lahir masih manual. 2. data tidak bisa diedit. Tolong bikin yg lebih mempermudah bukan mempersulit pengguna, saya ingin edit ada kesalahan dalam penulisan data.",pasuk indonesia pakai aplikasi kuno tanggal lahir manual data edit tolong bikin mudah sulit guna edit salah tulis data
1,Ga paham saya sama aplikasi ini. Udah daftar dari 2 bulan yang lalu masih aja statusnya menunggu verifikasi. Katanya ini aplikasi versi terbaru . Buat unduh sertifikat ajaa nunggu verifikasinya berbulan bulan 😒 Tolong dong diperbaiki lagi,paham aplikasi daftar status tunggu verifikasi aplikasi versi baru unduh sertifikat tunggu verifikasi bulan tolong baik
1,"Aplikasi aneh, masa ga bisa edit profil. Cuma bisa ubah password. Perbaiki dong",aplikasi aneh edit profil ubah password baik
1,"Mohon maaf min, sudah coba beberapa kali daftar selalu berhenti di langkah ke 2. Apknya lagi error atau memang sudah tidak berfungsi ya?",mohon maaf min coba kali daftar henti langkah apknya error fungsi ya
2,tidak bisa masuk email not registered dan bikin akun lagi NIK terdaftar catin mandiri susah pakai apknya,masuk email not registered bikin akun nik daftar catin mandiri susah pakai apknya
1,"Di daftar berhasil pas di buka kembali tidak bisa, unduh sertifikat juga GK bisa bolak balik eror ni aplikasi. Menyusahkan orang banyak mau daftar catin terhambat dengan aplikasi ini😒",daftar hasil pas buka unduh sertifikat bolak eror nih aplikasi susah orang daftar catin hambat aplikasi
1,Kalo aplikasi belum siap pakai jangan di wajibkan masih banyak kekurangan dalam. Aplikasi. nik sudah terdaftar tpi tidak bisa buat login mau nikah biar ngak ribet mlah di bikin ribet secara peraturan. Kalo mau bikin peraturan yang jelas yang mudah di akses. Benahi dulu aplikasi biar berfungsi dengan normal dan mudah salah dikit gak bisa di edit lawak kali ini aplikasi,aplikasi pakai wajib kurang aplikasi nik daftar login nikah biar ribet bikin ribet atur bikin atur mudah akses benah aplikasi biar fungsi normal mudah salah dikit edit lawak kali aplikasi
1,"Sudah daftar tapi pas login ga bisa,, reset password juga ga masuk masuk email nya",daftar pas login reset password masuk masuk email ya
1,"setiap buka aplikasinya selalu di suruh update, giliran waktu daftar gak juga di acc, status nya menunggu verifikasi trs trsan, nyatanya sekarang semua di bikin ribet",buka aplikasi suruh update gilir daftar acc status ya tunggu verifikasi trsan bikin ribet
1,Invalid credential provided. Sudah daftar akun tapi tak bisa login. Tolong di perbaiki kalau memang apk ini wajib untuk catin.,invalid credential provided daftar akun login tolong baik apk wajib catin
1,Sudah di Update sampe 3x malah setiap mau buka update lagi Tlng diperpaiki aplikasinya,update kali buka update tlng diperpaiki aplikasi
1,"aplikasi ubdetan gak membantu, bukanya mendukung malah bikin pusing aja",aplikasi ubdetan bantu buka dukung bikin pusing
1,Aplikasi GK bsa di buka,aplikasi buka
1,Mintanya di upgrade trus bikin bingung,minta upgrade bikin bingung
1,"Ini app parah bener si, kemaren aja udah daftar enggak bisa login karna enggak ada email masuk untuk verifikasi, giliran ganti email nik sudah terdaftar atau email sudah terdaftar sampe uninstall sampe 3 kali giliran sekarang malah di suruh pembaruan aplikasi terus tapi enggak ada apa2 Enggak usah nyusahinlah kalo emang wajib",app parah sih kemarin daftar login email masuk verifikasi gilir ganti email nik daftar email daftar uninstall kali gilir suruh baru aplikasi nyusahinlah wajib
1,Tidak bisa terupdate,terupdate
1,setelah diperbaharui malah tidak bisa digunakan,baharu
1,"Tolong d evaluasi lagi,, kerjaan deadline tp aplikasi blm siap pakai, setiap mau login d arahkan ke play store suruh update padahal tdk ada pilihan updatex,,",tolong evaluasi kerja deadline aplikasi pakai login arah play store suruh update pilih updatex
1,Aplikasi sdh diperbarui tetap tidak bisa digunakan. Perintahnya harus diperbarui terus,aplikasi baru perintah baru
1,Kenapa setiap login pemberitahuan server eror trs Pdhal sekarang jadi salah satu persyaratan pengajuan pernikahan wajib punya sertifikat dari elsimil Mohon ditingkatkan lagi aplikasinya,login pemberitahuan server eror salah syarat aju nikah wajib sertifikat elsimil mohon tingkat aplikasi
2,"Login udah bisa, daftar catin udah lancar juga, cuma untuk daftar bumil kok susah banget padahal verval nya udah di update tapi nggak terbaca sama aplikasi elsimilnya jadi percuma aja nggak bisa dipake buat pendampingan",login daftar catin lancar daftar bumil susah banget verval ya update baca aplikasi elsimilnya pakai damping
1,apk ko taek,apk tahi
1,"Mau daftar kenapa server tdk aktif trs, Bagaimana ini? Mau nikah aja dibikin ribet Katanya penting harus di bawa ke KUA tapi kenapa gini apknya",daftar server aktif nikah bikin ribet bawa kua apknya
1,Baru download ngga bisa di akses,download akses
1,Apa belum siap digunakan? Setiap mau isi selalu diarahkan untuk update versi. Padahal sudah update yang terbaru,isi arah update versi update baru
1,"gajelas bgt.. ini gimana sih, udah daftar statusnya nunggu verifikasi eh tiba-tiba berubah jadi tahap pendaftaran lagi. giliran daftar gagal gagal terus. Katanya wajib, tapi aplikasinya belum siap bgt. tolomg dong diperbaiki",banget sih daftar status tunggu verifikasi eh tibatiba ubah tahap daftar gilir daftar gagal gagal wajib aplikasi banget tolomg baik
1,"Setelah diperbarui aplikasi gak bisa di pake, malah suruh di perbarui terus.. Padahal di play store udah di update yang terbaru. Tolong lah di perbaiki lagi, karna kita sebagai KADER TPK Butuh aplikasi yang nyaman buat pendampingan.",baru aplikasi pakai suruh baru play store update baru tolong baik kader tpk butuh aplikasi nyaman damping
1,Mohon ditingkatkan lagi,mohon tingkat
1,Apa n sih aplikasi apa ini suruh dwonload malah gak bisa ... Nyusahin malahn tolong lah diperbaiki lagi!!!!,n sih aplikasi suruh dwonload susah malahn tolong baik
1,aplikasi pemerintah ga ada yang bener heran,aplikasi perintah heran
1,Aplikasi ngebag ngga ada kiboard,aplikasi ngebag kiboard
2,Mungkin dari pusat apl udah oke.tapi kami yg berada di pelosok desa terkendala oleh jaringan internet yg lelet yg bikin pusing...,pusat apl oketapi pelosok desa kendala jaring internet lelet bikin pusing
1,"Tidak bisa di akses, dengan keterangan ""server tidak aktif""",akses terang server aktif
1,"login bisa, giliran input data bumil melalui verval dan disimpan malah keluar notifikasi propinsi tidak aktif. mbok aplikasi dimatangkan dulu sebelum memerintahkan input data.",login gilir input data bumil verval simpan notifikasi propinsi aktif mbok aplikasi matang perintah input data
2,Loadinggggg lamaaaaa ga kebuka buka datanya,loadinggggg lamaaaaa buka buka data
1,Aplikasi eror masa login salah trus tolong dong di perbaiki lg lah padahal email aktif sama kata sandi salah trus🤦,aplikasi eror login salah tolong baik email aktif sandi salah
1,Aplikasi nya sulit digunakan. Ketika masuk sudah mau finish tinggal simpan. Gagal terus. Begitu log out trus uninstal ulang. Sulit masuk log in apk. Tloonglah kalau sbf syarat pernikahan dipermudah jangan mempersulit rakyat yg mau menikah. Capekkk,aplikasi ya sulit masuk finish tinggal simpan gagal log out uninstal ulang sulit masuk log apk tloonglah sbf syarat nikah mudah sulit rakyat meni capekkk
2,K3ren aplikasinya tof namun server tudak mendukung,keren aplikasi tof server tudak dukung
1,"Gmn si error mulu mau login gabisa, unduh sertifikat ga bisa, buat akun baru lama nya minta ampun.",sih error mulu login unduh sertifikat akun ya ampun
1,"Kenapa versi ini malah selalu gagal saat aku mau nyimpan data, all hasil jadi belum terdaftar",versi gagal nyimpan data all hasil daftar
1,Kalo aplikasi nya susah di pake. Mending di apus aja. Masak susah amat. Ini mw mempermudah rakyat apa kw mempersulit sih. Heran saya daftr dari pagi smpk se malem ini gk masuk2,aplikasi ya susah pakai mending hapus masak susah mudah rakyat kau sulit sih heran daftr pagi smpk malam masuk
1,Tidak bisa login,login
2,Untuk input data bumil kok susah yaa🙏,input data bumil susah ya
1,"Error trus sudah manual saja pakai tulis tangan, aplikasi ngabisin anggaran duit rakyat doang!!!",error manual pakai tulis tangan aplikasi ngabisin anggar duit rakyat doang
1,Kenapa sampai sekarang elsimil saya tulisannya masih menunggu verifikasi teruss min,elsimil tulis tunggu verifikasi min
1,Kenapa susah sekali verifikasi,susah verifikasi
1,Aplikasi gak jelas.... Gak niat buatnya,aplikasi niat buat
1,Buat nyimpan data Sulitnya minta ampun,nyimpan data sulit ampun
1,"aplikasi jembot, ngetiknya eror dihapus malah nambah hurufnya dongo, kalo gabisa buat aplikasi mending gausah buat aja",aplikasi jembot ngetiknya eror hapus tambah huruf dongo aplikasi mending
1,yang bener dong bikin aplikasi masa nik ga bisa kedetec otomatis,bikin aplikasi nik kedetec otomatis
1,Sok-sokan pake program beginian fasilitas aplikasi aja gak jelas bangett gini,soksokan pakai program fasilitas aplikasi banget
1,Aku daftar menunggu terivikasi giliran keluar mau masuk lagi malah gagal!,daftar tunggu terivikasi gilir masuk gagal
1,"Apaan aplikasi begini, gabisa dipake percuma, baru belajar apa ya buat aplikasi, udah daftar tapi malah gagal terus",aplikasi pakai ajar ya aplikasi daftar gagal
1,Tolonglah ini baru daftar gagal terus keterangannya Kenapa iniiii,tolong daftar gagal terang iniiii
1,Masa mau dafatar ggal terus. dafatar ke kau wajib punya seritifikat.giliran daftarnya aja susah,dafatar ggal dafatar kau wajib seritifikatgiliran daftar susah
2,Kenapa si eror terus ya Allah tolong selalu gagal login,sih eror ya allah tolong gagal login
1,Aplikasi error.,aplikasi error
1,"Aplikasi eror mulu,,anggaran doang yg gede",aplikasi eror muluanggaran doang gede
1,"Belum pernah daftar. Giliran pas daftar gagal terus, tulisan nik sudh terdaftar. Pas mau coba unduh sertifikat tulisannya data diri gak masuk di bkkbn . Tolong dong segera diperbaiki aplikasi nya. Kasihan kami yg mau urus persyaratan ke KUA",daftar gilir pas daftar gagal tulis nik daftar pas coba unduh sertifikat tulis data masuk bkkbn tolong baik aplikasi ya kasihan urus syarat kua
1,"Aplikasi tidak bisa di gunakan,sangat PAYAHHHHHHH",aplikasi gunakansangat payahhhhhhh
1,"Tolong lah aplikasinya ya., msa login tulisannya gagal, pdhl kmren dh bisa masuk. Ga jelas banget aplikasi resmi begini. Memperlama urusan orang aja.",tolong aplikasi ya login tulis gagal kemarin dah masuk banget aplikasi resmi lama urus orang
1,Elsimil saya tidak bisa di buka server tidak aktif bagaimana ya kak,elsimil buka server aktif ya kak
1,Gimana nih min... Nik belum pernah di pakek tapi pas di daftarin sudah terdaftar... Jangan nyusahin min,nih min nik pakai pas daftarin daftar susah min
1,"Ini di reviwe aplikasi banyak masalah, kontak person CS nya ga ada lagi..",reviwe aplikasi kontak person cs ya
1,Aplikasi cacad! Bukanya mempermudah malah mempersulit,aplikasi cacad buka mudah sulit
1,Gak jelas susah registrasi eror terus,susah registrasi eror
1,"Untuk Sekelas aplikasi program menurut saya ini parah, bug dmna mana unduh sertifikat aja susah, gk Muncul muncul",kelas aplikasi program parah bug mana unduh sertifikat susah muncul muncul
1,Cara merubah nama sertifikat tidak diketahui,rubah nama sertifikat
1,"tolonggg bngtttt di perbaiki, kaloo eror ajaa ngakk usah di buat apl kaa, masaakk sudah di isii pasword emiall ga bisaa stuck di situ dan ada notifikasi "" server tidak aktif"" memalukann banyakkk oranggg , sudahh di share kepada wargaa tapii ga bisaaa👊 mending gausahh di buatttt apl ini tidakk di rekomendasikan sekalii sangat amat burukkkkkkk😂",tolonggg banget baik eror ngakk apl kak masaakk isi pasword emiall stuck situ notifikasi server aktif memalukann banyakkk oranggg sudahh share wargaa mending gausahh buatttt apl tidakk rekomendasi burukkkkkkk
1,Bug Nyusahin lu,bug susah
1,Elsimil,elsimil
1,"Dari kermaren mau unduh sertifikat server selalu tidak dapat diakses, tolong segera dibenahi, karna jadi banyak urusan yang tertunda karna masalah ini, trims",kermaren unduh sertifikat server akses tolong benah urus tunda
2,kurang bagus,bagus
1,"Pada saat isi data diri provinsinya GK muncul2 sudah berulang kali, aplikasi lemot sekali",isi data provinsi muncul ulang kali aplikasi lot
1,"Mohon diperbaiki lah aplikasinya, masa sekelas aplikasi resmi begini masih selalu ngebug dan ngelag error gabisa buat input data, ayolah tolong kinerjanya diperbaiki dan ditingkatkan. Jika memang elsimil syarat wajib ya tolong segera dibenahi agar memudahkan penggunanya",mohon baik aplikasi kelas aplikasi resmi ngebug ngelag error input data ayo tolong kerja baik tingkat elsimil syarat wajib ya tolong benah mudah guna
2,"aplikasi belum sempurna,sering gangguan,masih byk kendala,semoga di tingkatkan menjadi lebih baik.",aplikasi sempurnasering gangguanmasih kendalasemoga tingkat
1,"kocak gak bisa isi ,malah gagal",kocak isi gagal
2,"Saya ini mau nikah bulan ini tapi kenapa sertifikat gabisa diunduh , kalo begini malah mempersulit orang mau nikah",nikah sertifikat unduh sulit orang nikah
1,"kenapa gk bisa login ya?? padahal data semua sudah benar dan sudah daftar, email dan sandi sudah benar tapi masih gagal login, dan kurangnya pusat perbantuan didalam aplikasi",login ya data daftar email sandi gagal login kurang pusat bantu dalam aplikasi
1,Ga bisa daftar sama sekali ini tolong.,daftar tolong
1,Kenapa saya tidak bisa simpan data? Selalu gagal. Dari oktober sudah di test gak bisa juga. Rencana menikah bulan 12. Tolong banget dibantu.,simpan data gagal oktober test rencana meni tolong banget bantu
1,"Gimana yaa ini, belum pernah daftar elsimil, eh kok gabisa register gara2 NIK sudah terdaftar.",ya daftar elsimil eh register gara nik daftar
1,"Buat para catin jangan pernah Download aplikasi ini, ini khusus untuk kader TPK, tapi kalau kalian udah siap mental dimarahi bidan desa kalian, silahkan, elsimil bisa diisi mandiri tapi masih harus verifikasi ke bidan desa, jadi gak usah buang2 kuato buat Download aplikasi ini, oke sekian See u bye bye",catin download aplikasi khusus kader tpk mental marah bidan desa sila elsimil isi mandiri verifikasi bidan desa buang ato download aplikasi oke sekian sih lu bye bye
1,Benerin woy aplikasi gajelas,benerin woy aplikasi
1,"Ini progamnya giman sih.. wajib pakai elsimil Tp apk nya bobrok sekali Seding hilang data, Loadingnya lama sekali",progamnya gim sih wajib pakai elsimil apk ya bobrok seding hilang data loadingnya
